user_id,category,merchant,amount,rating,is_synthetic
synthetic_user_055,General Retail,PROSPER NIAGA,100.00,5,1
synthetic_user_055,General Retail,UNKNOWN,599955.00,5,1
synthetic_user_055,Food & Beverage,TIMELESS KITCHENETTE SDN BHD,593.10,4,1
synthetic_user_055,General Retail,UNKNOWN,39200.00,4,1
synthetic_user_055,General Retail,MR. D.I.Y. (M) SDN BHD,5.00,5,1
synthetic_user_055,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,12.50,5,1
synthetic_user_055,General Retail,SANYU STATIONERY SHOP,8.70,5,1
synthetic_user_055,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,133.70,4,1
synthetic_user_055,General Retail,MR. D.I.Y. (M) SDN BHD,68.10,4,1
synthetic_user_055,General Retail,ANZEL ADVERTISING (M) SDN BHD,8.50,3,1
synthetic_user_055,General Retail,POPULAR BOOK CO. (M) SDN BHD,30.10,5,1
synthetic_user_055,General Retail,ADVANCO COMPANY,7.00,3,1
synthetic_user_056,Food & Beverage,UNKNOWN,260150.00,4,1
synthetic_user_056,Supermarket / Grocery,GH DISTRIBUTOR & MARKETING SDN BHD,85.20,4,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,37.45,4,1
synthetic_user_056,Food & Beverage,UNKNOWN,505428.00,4,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,19.90,3,1
synthetic_user_056,Supermarket / Grocery,TF VALUE-MART SDN BHD,52.80,5,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,182.00,3,1
synthetic_user_056,General Retail,UNKNOWN,96.00,2,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,2.50,5,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,14.20,3,1
synthetic_user_056,Supermarket / Grocery,99 SPEED MART S/B,108.50,3,1
synthetic_user_057,Food & Beverage,RESTAURANT JIAWEI JIAWEI HOUSE,65.20,3,1
synthetic_user_057,General Retail,KEDAI PAPAN YEW CHUAN,361.46,4,1
synthetic_user_057,General Retail,CHEF LEE SDN BHD,96.20,5,1
synthetic_user_057,Supermarket / Grocery,99 SPEED MART S/B,262.20,2,1
synthetic_user_057,General Retail,HUGO TRADING SDN BHD,40.80,4,1
synthetic_user_057,General Retail,BHPETROL PERMAS JAYA 2,50.00,3,1
synthetic_user_057,Supermarket / Grocery,99 SPEED MART S/B,37.45,3,1
synthetic_user_057,General Retail,SYARIKAT PERNIAGAAN GIN KEE,60.95,5,1
synthetic_user_057,General Retail,UNKNOWN,83799.00,3,1
synthetic_user_057,General Retail,UNKNOWN,62.00,4,1
synthetic_user_057,General Retail,AEON CO. (M) BHD,38.60,5,1
synthetic_user_057,Supermarket / Grocery,YAM FRESH,7.95,4,1
synthetic_user_057,Supermarket / Grocery,99 SPEED MART S/B,20.80,2,1
synthetic_user_057,General Retail,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,4.30,3,1
synthetic_user_057,General Retail,MR. D.I.Y. (KUCHAI) SDN BHD,22.90,5,1
synthetic_user_057,Supermarket / Grocery,99 SPEED MART S/B,169.80,3,1
synthetic_user_057,General Retail,SATU KAMPUNG ENTERPRISE SDN BHD,20.00,3,1
synthetic_user_058,Supermarket / Grocery,99 SPEED MART S/B,72.75,3,1
synthetic_user_058,General Retail,SEGI CASH & CARRY SDN. BHD.,50.45,3,1
synthetic_user_058,Supermarket / Grocery,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,25.00,3,1
synthetic_user_058,Supermarket / Grocery,VIVOPAC MARKETING SDN BHD,52.45,5,1
synthetic_user_058,Supermarket / Grocery,99 SPEED MART S/B,27.30,4,1
synthetic_user_058,Supermarket / Grocery,99 SPEED MART S/B,20.90,5,1
synthetic_user_058,Supermarket / Grocery,YAM FRESH,8.35,5,1
synthetic_user_058,Supermarket / Grocery,99 SPEED MART S/B,262.20,5,1
synthetic_user_059,Food & Beverage,RESTORAN WAN SHENG,4.80,3,1
synthetic_user_059,General Retail,C W KHOO HARDWARE SDN BHD,21.20,4,1
synthetic_user_059,General Retail,HUGO TRADING SDN BHD,40.80,4,1
synthetic_user_059,General Retail,UNKNOWN,57.00,4,1
synthetic_user_059,Supermarket / Grocery,99 SPEED MART S/B,14.20,2,1
synthetic_user_059,General Retail,SYARIKAT PERNIAGAAN GIN KEE,6.36,5,1
synthetic_user_059,General Retail,IKANO HANDEL SDN BHD,73.30,3,1
synthetic_user_059,General Retail,UNIHAKKA INTERNATIONAL SDN BHD,9.20,5,1
synthetic_user_059,General Retail,KHE ELECTRICAL TRADING,101.75,4,1
synthetic_user_059,General Retail,DE MAXIMUM THAI EXPRESS SDN BHD,30.70,3,1
synthetic_user_059,General Retail,ECONSAVE CASH & CARRY (FC) S/B,5.15,5,1
synthetic_user_059,Supermarket / Grocery,BENS INDEPENDENT GROCER SDN. BHD,77.20,2,1
synthetic_user_060,Supermarket / Grocery,99 SPEED MART S/B,14.40,2,1
synthetic_user_060,Food & Beverage,UNKNOWN,76000.00,2,1
synthetic_user_060,General Retail,UNKNOWN,54500.00,5,1
synthetic_user_060,General Retail,MR. D.I.Y. (M) SDN BHD,2.10,4,1
synthetic_user_060,General Retail,AMANO MALAYSIA SDN BHD,1.00,5,1
synthetic_user_060,General Retail,KEDAI PAPAN YEW CHUAN,121.90,3,1
synthetic_user_060,General Retail,DE JELITA STESEN MINYAK,60.00,4,1
synthetic_user_060,General Retail,ADVANCO COMPANY,10.45,5,1
synthetic_user_060,General Retail,UNKNOWN,28.00,4,1
synthetic_user_060,General Retail,SEGI CASH & CARRY SDN. BHD.,145.10,4,1
synthetic_user_060,General Retail,GUARDIAN HEALTH AND BEAUTY SDN BHD,2.28,4,1
synthetic_user_060,Food & Beverage,UNKNOWN,127500.00,3,1
synthetic_user_060,General Retail,UNKNOWN,53020.00,5,1
synthetic_user_060,General Retail,UNKNOWN,159638.00,3,1
synthetic_user_060,General Retail,BIRU PETROLEUM,6.40,5,1
synthetic_user_060,Food & Beverage,UNKNOWN,34500.00,2,1
synthetic_user_060,General Retail,POPULAR BOOK CO. (M) SDN BHD,31.45,5,1
